img,OCR Result,flag,username,timestamp
flagged\img\bb580a1753da17dbf0a5\test1.jpg,"{'ship_to': ['Re'], 'table': ['CONTERMINE'], 'bill_to': ['Barm'], 'total_amount': ['8013 17'], 'date': ['Apr 13, 202z'], 'invoice_no': ['00088159491']}",,,2024-07-17 08:02:48.670109
